archivo,fuente_declarada,entidad,enlace_portal,extension,tamano_mb,carpeta_anio,n_filas,n_columnas,crs_epsg,tipo_geometria,columnas
2019/julio-2019-rbl-residuos.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2019,,3,,,Ano/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas/mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion crticos clandestinos y otros1077; recoleccion residuos voluminosos; residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas /mes) 
2019/metadata_recoleccion_barrido_limpieza_2019.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.002,2019,,2,,,METADATA      Subdireccin de  Recoleccin Barrido  y Limpieza (RBL)                                                                      Fuente Subdireccin de Disposicin Final  Uaesp INTER DJ Radicado UAESP 2018-700-023711-2   05/07/2018                                                                                                                                            JUNIO 30  de 2018                                                                                                                                                                                                                                                                                                                                                                                                         ;Unnamed: 1
2019/data-set-mayo-2019.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2019,,9,,,ASE y Concesionario;Residuos  Domiciliario;Residuos de  de Barrido  ;Residuos de  de Corte Csped  ;   Grandes Generadores; Domiciliarios especiales;Recoleccin de Arrojo Clandestino Atencin crticos ;Residuos Poda rboles;Total 
2019/junio-2019-rbl-residuos.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2019,,3,,,Ano/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas/mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencin criticos clandestinos y otros1077; recoleccin residuos voluminosos; residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) 
2019/noviembre-2019-rbl-residuos.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2019,,12,,,Operador y Zona;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Cesped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Mixtos Recogidos - (Ordinarios y Escombros) (t/mes) ;Residuos de Recogidos de Poda arboles (t/mes) ;Total Residuos Recogidos (t/mes) ;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11
2019/data_set-enero_2019_rbl.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2019,,10,,,Area de Servicio Exclusivo y Concesionario; Recogidos Domiciliarios ;  Barrido ;  Corte Csped ;Grandes Generadores ; Domiciliarios especiales;Recoleccin de Arrojo Clandestino ; Poda rboles ;Total Residuos Recogidos ;Unnamed: 9
2019/enero-2019-rbl-residuos.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2019,,9,,,ASE y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas/mes) ;Actividades Complementarias  - Voluminosos;Residuos Mixtos Recogidos - (Ordinarios y Escombros) (toneladas/mes) ;Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) 
2019/mayo-2019-rbl-residuos.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2019,,10,,,Operador y Zona;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Cesped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Mixtos Recogidos - (Ordinarios y Escombros) (t/mes) ;Recoleccin de Arrojo Clandestino Atencin crticos ;Residuos de Recogidos de Poda arboles (t/mes) ;Total Residuos Recogidos (t/mes) ;Unnamed: 9
2019/agosto-2019-rbl-residuos.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2019,,10,,,Unnamed: 0;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9
2022/data-set-junio-2022.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.012,2022,,12,,,"Ano/Mes Formato (dd-mmm-yy);Area de Servicio Exclusivo y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion criticos clandestinos y otros1077, recoleccion residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de arrojo clandestino en punto limpio(toneladas/mes);Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) + Total residuos de arrojo clandestino en Punto Limpio"
2022/data-set-marzo-2022.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.012,2022,,10,,,"Ano/Mes Formato (dd-mmm-yy);Area de Servicio Exclusivo y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion criticos clandestinos y otros1077, recoleccion residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) "
2022/data-set-mayo-2022.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2022,,11,,,´MAYO 2022;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10
2022/data-set-agosto-2022.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.012,2022,,12,,,"Ano/Mes Formato (dd-mmm-yy);Area de Servicio Exclusivo y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion criticos clandestinos y otros1077, recoleccion residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de arrojo clandestino en punto limpio(toneladas/mes);Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) + Total residuos de arrojo clandestino en Punto Limpio"
2022/data-set-noviembre-2022.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.014,2022,,12,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de arrojo clandestino en punto limpio;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) ;Total Residuos Recogidos (t/mes) + Total residuos de arrojo clandestino en Punto Limpio"
2022/data-set-octubre-2022.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.012,2022,,12,,,"Ano/Mes Formato (dd-mmm-yy);Area de Servicio Exclusivo y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion criticos clandestinos y otros1077, recoleccion residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de arrojo clandestino en punto limpio(toneladas/mes);Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) + Total residuos de arrojo clandestino en Punto Limpio"
2022/data-set-julio-2022.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.012,2022,,12,,,"Ano/Mes Formato (dd-mmm-yy);Area de Servicio Exclusivo y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion criticos clandestinos y otros1077, recoleccion residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de arrojo clandestino en punto limpio(toneladas/mes);Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) + Total residuos de arrojo clandestino en Punto Limpio"
2022/data-set-septiembre-2022.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.012,2022,,12,,,"Ano/Mes Formato (dd-mmm-yy);Area de Servicio Exclusivo y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion criticos clandestinos y otros1077, recoleccion residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de arrojo clandestino en punto limpio(toneladas/mes);Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) + Total residuos de arrojo clandestino en Punto Limpio"
2022/data-set-abril-2022.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.012,2022,,10,,,"Ano/Mes Formato (dd-mmm-yy);Area de Servicio Exclusivo y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion criticos clandestinos y otros1077, recoleccion residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) "
2022/data-set-enero-2022.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.012,2022,,10,,,"Ano/Mes Formato (dd-mmm-yy);Area de Servicio Exclusivo y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion criticos clandestinos y otros1077, recoleccion residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) "
2022/data-set-dic.-2022.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.015,2022,,12,,,"Ano/Mes Formato (dd-mmm-yy);Area de Servicio Exclusivo y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion criticos clandestinos y otros1077, recoleccion residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de arrojo clandestino en punto limpio(toneladas/mes);Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) + Total residuos de arrojo clandestino en Punto Limpio"
2023/data-set-septiembre-2023.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2023,,11,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de arrojo clandestino en punto limpio;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2023/data-set-enero-2023.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.015,2023,,13,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos de Recogidos de Plazas Mercado (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de arrojo clandestino en punto limpio;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) ;Total Residuos Recogidos (t/mes) + Total residuos de arrojo clandestino en Punto Limpio"
2023/data-set-noviembre-2023.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.014,2023,,12,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos de Recogidos de Plazas Mercado (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de arrojo clandestino en punto limpio;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2023/data-set-dic.-2023.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.014,2023,,9,,,DICIEMBRE 2023;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8
2023/data-set-abril-2023.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.015,2023,,12,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de arrojo clandestino en punto limpio;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) ;Total Residuos Recogidos (t/mes) + Total residuos de arrojo clandestino en Punto Limpio"
2023/data-set-octubre-2023.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2023,,11,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de arrojo clandestino en punto limpio;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2023/data-set-julio-2023.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.012,2023,,11,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de arrojo clandestino en punto limpio;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2023/data-set-mayo-2023.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.015,2023,,12,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de arrojo clandestino en punto limpio;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) ;Total Residuos Recogidos (t/mes) + Total residuos de arrojo clandestino en Punto Limpio"
2023/data-set-marzo-2023.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.014,2023,,12,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de arrojo clandestino en punto limpio;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) ;Total Residuos Recogidos (t/mes) + Total residuos de arrojo clandestino en Punto Limpio"
2023/data-set-feb-2023.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.014,2023,,12,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de arrojo clandestino en punto limpio;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) ;Total Residuos Recogidos (t/mes) + Total residuos de arrojo clandestino en Punto Limpio"
2018/data-set-rbl_nuevo_esquema_aseo.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2018,,9,,,Ao/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Csped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas/mes) ;Residuos Mixtos Recogidos - (Ordinarios y Escombros) (toneladas/mes) ;Residuos de Recogidos de Poda rboles (toneladas/mes) ;Total Residuos Recogidos (toneladas /mes) 
2018/data_set_rbl_marzo_2018.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2018,,10,,,Ao/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Csped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas/mes) ;Actividades Complementarias  - Voluminosos;Residuos Mixtos Recogidos - (Ordinarios y Escombros) (toneladas/mes) ;Residuos de Recogidos de Poda rboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) 
2018/metadata-rbl-residuos.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.002,2018,,2,,,METADATA      Subdireccin de  Recoleccin Barrido  y Limpieza (RBL)                                                                      Fuente Subdireccin de Disposicin Final  Uaesp INTER DJ Radicado UAESP 2018-700-023711-2   05/07/2018                                                                                                                                            JUNIO 30  de 2018                                                                                                                                                                                                                                                                                                                                                                                                         ;Unnamed: 1
2018/junio-2018-rbl-residuos.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2018,,10,,,ASE y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas/mes) ;Actividades Complementarias  - Voluminosos;Residuos Mixtos Recogidos - (Ordinarios y Escombros) (toneladas/mes) ;Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) ;Total Residuos   
2018/meta-data-recoleccion-barrido-y-limpieza.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2018,,2,,,Meta Data del Data Set de Recoleccin Barrido y Limpieza ;Unnamed: 1
2018/metadata_recoleccion_barrido_limpieza_agosto_2018.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2018,,2,,,METADATA                                                                                                                                                                                                                                                                                                                                                                                 ;Unnamed: 1
2018/agosto-2018-rbl-residuos.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2018,,9,,,ASE y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas/mes) ;Actividades Complementarias  - Voluminosos;Residuos Mixtos Recogidos - (Ordinarios y Escombros) (toneladas/mes) ;Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) 
2018/febrero-2018-rbl-residuos.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2018,,8,,,Operador y Zona;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Csped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Mixtos Recogidos - (Ordinarios y Escombros) (toneladas/mes) ;Residuos de Recogidos de Poda rboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) 
2018/data-set-agosto_2018.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2018,,9,,, Area de Servicio Exclusivo ASE  y Concesionario ; Domiciliarios ; Barrido ; Corte Cesped ;Grandes Generadores ;Domiciliarios especiales; Clandestino ;Recogidos de Poda Arboles ; Total Residuos Recogidos 
2018/data_set_rbl_marzo_2018(1).csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2018,,9,,,ASE y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Csped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas/mes) ;Actividades Complementarias  - Voluminosos;Residuos Mixtos Recogidos - (Ordinarios y Escombros) (toneladas/mes) ;Residuos de Recogidos de Poda rboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) 
2018/data-set-recoleccion-barrido-y-limpieza-junio-27-de-2018.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2018,,11,,,JUNIO 2018;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10
